message_id,response_id,article_id,empathy,distress,empathy_bin,distress_bin,essay
R_1C9o9rzcu8JVCn9_1,R_1C9o9rzcu8JVCn9,19,5.667,6.000,1,1,"You see this? Mostly this just pisses me off. America takes ten thousand refugees. Woopee. People are dying, and they need somewhere safe, and all we do is take ten thousand. And let's face it America's hands aren't clean in the middle east, or Africa. America has learned nothing from past wars. We should be providing help to get people out and a safe place for them to stay, but instead we just let them die, getting bombed in their cities and drowned at sea. So I'm angry about this. What kind of society have we become when we let this happen? America should be doing so much more, to help these people. It's callous to think ten thousand is somehow being responsible,  being moral. They're just trying to find a safe place, away from the constant threat of death everyday, for themselves and th"
R_1C9o9rzcu8JVCn9_2,R_1C9o9rzcu8JVCn9,137,5.333,5.875,1,1,"This is just more of the western world becoming cold and inhospitable. Britain and France are both implicated in the troubles in these countries from their years as colonialists. Turning their back on these people is a mark of shame for them. It's despicable to let these people live in squalor and then to call it a jungle, as if this is 'wild' is kind of sick. The wild would have more respect and be more amenable to these people. "
R_1C9o9rzcu8JVCn9_3,R_1C9o9rzcu8JVCn9,174,5.833,6.000,1,1,"This must be terrifying to have people come into your town, drag you from your home, and to watch while those you love are taken or shot, really it must be unbearable, even as you endure it. We get upset when we hear news of one or two people being kidnapped or suffering this kind of trauma, yet here we're talking about much more. It must be heartbreaking for them."
R_1C9o9rzcu8JVCn9_4,R_1C9o9rzcu8JVCn9,326,5.500,6.000,1,1,"There was some anti jewish graffitti in my community after trumps election too. I think these jewish feeling were feeling like a lot of us after trumps election, like America wasn't a safe place to be anymore. He opened it up to racism, sexism, and bigotry. Not that those weren't already there, but he made it seem like those were okay. I felt like that as a woman, and I talked to other women who did too, like you. It felt like these people felt, like suddenly it was okay to harrass women, because the president does it too."
R_1C9o9rzcu8JVCn9_5,R_1C9o9rzcu8JVCn9,393,3.333,1.250,0,0,"I've never heard of this person or this talk show, have you? Mostly I find this stuff kind of boring, and although it's sad for people to lose their jobs, this happens all the time, and to people who have probably earned a lot less than these people, and who have a lot less prospects of being reemployed. Shows are cancelled all the time, so I get kind of annoyed with this kind of news."
R_2mFoZbtsm7BEJ45_1,R_2mFoZbtsm7BEJ45,56,3.333,6.125,0,1,I think that its really sad that forests are getting wiped out through causes of diseases and invasive species of bugs. It really should be are main priority as humans to preserve the environment the Earth has provided to us before its to late. It up to us as the younger generation to reverse decades of environmental abuse so that future generations are able to enjoy nature such as hiking through a beautiful forest.
R_2mFoZbtsm7BEJ45_2,R_2mFoZbtsm7BEJ45,86,3.833,6.000,0,1,Our country is really at a place right now where its going the wrong direction of what an ideal society should be and how a lot people are worried about the future as well. This has clearly been shown with the spike of suicide hotline and crisis calls. We need to create a more positive and acceptable society in order for every person to feel appreciated on a daily basis. As well as we should be taking care of the environment to minimize all these environmental effects such as massive disastrous like hurricanes cause by human abusing the environment.
R_2mFoZbtsm7BEJ45_3,R_2mFoZbtsm7BEJ45,225,3.833,7.000,0,1,Its crazy that really intense and sad situations are happening around the world but here in USA were worried more about who made it passed the first round of the Voice or whats the latest viral videos. The fact the extremists are using innocent civilians as human shields is so cowardly and shows they have no honor what so ever. 
R_2mFoZbtsm7BEJ45_4,R_2mFoZbtsm7BEJ45,290,1.000,5.125,0,1,I think its so scary that there have been shark attacks in Australia's beaches. I wouldn't want to be a surfer there knowing that anytime my life could be in danger since you don't know what your surfing under whether its a huge shark preying on you waiting to strike and make you his fresh meal. I am always cautious when I'm in the water since people don't realize there are so many dangers deciding to get into the water.
R_2mFoZbtsm7BEJ45_5,R_2mFoZbtsm7BEJ45,405,3.333,6.125,0,1,That really crazy that a woman would actually push another person on to train tracks based off a disagreement. I get that you guys don't agree with something but that doesn't give you the right to take a persons life. I feel so sorry for the victims family because they lost a valuable family member over some petty dispute that would probably be forgotten the next day. Truly a tragic story that should be a learning situation for anyone with a disagreement with another individual.
R_6S8yzbSVDy85saJ_1,R_6S8yzbSVDy85saJ,49,7.000,4.875,1,1,"I just read an article discussing the impact global warming is having on polar bears. It's really troubling to read about just how much damage is being done, and you KNOW that nobody is going to do anything about it for years here. We have a man-child president, and while the majority of the biggest countries are trying to make policy changes to fight global warming, our president is dismantling our E.P.A organization, and putting idiots that don't give two craps about the environment in charge. So when can we expect polar bears to go extinct? Because you know by the time we get around to helping them, it'll be too late. The older, conservative generation just needs to go. Anyways, you should really read this article. I told you this was an issue that needed to be addressed, so go read it."
R_6S8yzbSVDy85saJ_2,R_6S8yzbSVDy85saJ,138,7.000,6.125,1,1,"When is the world going to realize that they need to start charging bullies with murder when kids kill themselves? Seriously, if you torture someone emotionally, how is that different from doing it physically? It's not. You're doing an insane amount of damage to someone's psyche, enough for them to commit suicide. Prosecute the kids bullying as adults, and start punishing these kids harshly enough to deter them from doing it ever again. Any adults aware and ignoring it? Charge them as accomplices to murder."
R_6S8yzbSVDy85saJ_3,R_6S8yzbSVDy85saJ,195,6.500,1.000,1,0,"I don't know who Leon Russell is, but maybe you do? Apparently he passed away in his sleep. I haven't heard of the guy, but he sounded like quite the musician. Anyways, he passed away at 74 years old, which is a long life. The article I read stated he had some health issues, unfortunately. Poor  guy. I hope he passed peacefully."
R_6S8yzbSVDy85saJ_4,R_6S8yzbSVDy85saJ,302,3.500,1.000,0,0,"You mean you can't breathe in smog and pollution and walk away unscathed? Who knew?! This article states so much obviousness, that you would hope people were already aware of these issues. You have cancer? Well, you had better move away from that smog bowl you live in! India and China are both owners of some nasty smog infested cities. Not surprised."
